SMILES_BB,SMILES_0,SMILES_1,SMILES_2,SMILES_3,SMILES_4,SMILES_5,SMILES_6,SMILES_7,SMILES_8,SMILES_9
COc1c(CC([Hg])=O)cccc1,CC(C([Hg])=O)NC(Cc(cccc1)c1OC)=O,CCN(CCC([Hg])=O)C(Cc(cccc1)c1OC)=O,COc1c(CC(NC2(COC2)C([Hg])=O)=O)cccc1,COc1c(CC(N(CCC2)C2C([Hg])=O)=O)cccc1,COc1c(CC(N(CC2)CCC2C([Hg])=O)=O)cccc1,CN(CC1)CC(C([Hg])=O)N1C(Cc(cccc1)c1OC)=O,COc1c(CC(N(CC([Hg])=O)c2ccc[o]2)=O)cccc1,COc1c(CC(Nc(cc2)ccc2C([Hg])=O)=O)cccc1,COc1c(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cccc1,COc1c(CC(NCc2cccc(CC([Hg])=O)c2)=O)cccc1
COc(cc1)cc(CCC([Hg])=O)c1OC,CC(C([Hg])=O)NC(CCc(cc(cc1)OC)c1OC)=O,CCN(CCC([Hg])=O)C(CCc(cc(cc1)OC)c1OC)=O,COc(cc1)cc(CCC(NC2(COC2)C([Hg])=O)=O)c1OC,COc(cc1)cc(CCC(N(CCC2)C2C([Hg])=O)=O)c1OC,COc(cc1)cc(CCC(N(CC2)CCC2C([Hg])=O)=O)c1OC,CN(CC1)CC(C([Hg])=O)N1C(CCc(cc(cc1)OC)c1OC)=O,COc(cc1)cc(CCC(N(CC([Hg])=O)c2ccc[o]2)=O)c1OC,COc(cc1)cc(CCC(Nc(cc2)ccc2C([Hg])=O)=O)c1OC,COc(cc1)cc(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)c1OC,COc(cc1)cc(CCC(NCc2cccc(CC([Hg])=O)c2)=O)c1OC
COc1cc(OC)c(CCC([Hg])=O)cc1,CC(C([Hg])=O)NC(CCc(ccc(OC)c1)c1OC)=O,CCN(CCC([Hg])=O)C(CCc(ccc(OC)c1)c1OC)=O,COc1cc(OC)c(CCC(NC2(COC2)C([Hg])=O)=O)cc1,COc1cc(OC)c(CCC(N(CCC2)C2C([Hg])=O)=O)cc1,COc1cc(OC)c(CCC(N(CC2)CCC2C([Hg])=O)=O)cc1,CN(CC1)CC(C([Hg])=O)N1C(CCc(ccc(OC)c1)c1OC)=O,COc1cc(OC)c(CCC(N(CC([Hg])=O)c2ccc[o]2)=O)cc1,COc1cc(OC)c(CCC(Nc(cc2)ccc2C([Hg])=O)=O)cc1,COc1cc(OC)c(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,COc1cc(OC)c(CCC(NCc2cccc(CC([Hg])=O)c2)=O)cc1
O=C(CCc1ccc[o]1)[Hg],CC(C([Hg])=O)NC(CCc1ccc[o]1)=O,CCN(CCC([Hg])=O)C(CCc1ccc[o]1)=O,O=C(CCc1ccc[o]1)NC1(COC1)C([Hg])=O,O=C(CCc1ccc[o]1)N(CCC1)C1C([Hg])=O,O=C(CCc1ccc[o]1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc1ccc[o]1)=O,O=C(CCc1ccc[o]1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc1ccc[o]1)Nc(cc1)ccc1C([Hg])=O,O=C(CCc1ccc[o]1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1ccc[o]1)NCc1cccc(CC([Hg])=O)c1
COc1cccc(CCC([Hg])=O)c1OC,CC(C([Hg])=O)NC(CCc(cccc1OC)c1OC)=O,CCN(CCC([Hg])=O)C(CCc(cccc1OC)c1OC)=O,COc1cccc(CCC(NC2(COC2)C([Hg])=O)=O)c1OC,COc1cccc(CCC(N(CCC2)C2C([Hg])=O)=O)c1OC,COc1cccc(CCC(N(CC2)CCC2C([Hg])=O)=O)c1OC,CN(CC1)CC(C([Hg])=O)N1C(CCc(cccc1OC)c1OC)=O,COc1cccc(CCC(N(CC([Hg])=O)c2ccc[o]2)=O)c1OC,COc1cccc(CCC(Nc(cc2)ccc2C([Hg])=O)=O)c1OC,COc1cccc(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)c1OC,COc1cccc(CCC(NCc2cccc(CC([Hg])=O)c2)=O)c1OC
Cc(cccc1)c1OCC([Hg])=O,CC(C([Hg])=O)NC(COc1c(C)cccc1)=O,CCN(CCC([Hg])=O)C(COc1c(C)cccc1)=O,Cc(cccc1)c1OCC(NC1(COC1)C([Hg])=O)=O,Cc(cccc1)c1OCC(N(CCC1)C1C([Hg])=O)=O,Cc(cccc1)c1OCC(N(CC1)CCC1C([Hg])=O)=O,Cc(cccc1)c1OCC(N(CCN(C)C1)C1C([Hg])=O)=O,Cc(cccc1)c1OCC(N(CC([Hg])=O)c1ccc[o]1)=O,Cc(cccc1)c1OCC(Nc(cc1)ccc1C([Hg])=O)=O,Cc(cccc1)c1OCC(NC(Cc1ccccc1)C([Hg])=O)=O,Cc(cccc1)c1OCC(NCc1cccc(CC([Hg])=O)c1)=O
Cc(cccc1)c1C(NCC([Hg])=O)=O,CC(C([Hg])=O)NC(CNC(c1c(C)cccc1)=O)=O,CCN(CCC([Hg])=O)C(CNC(c1c(C)cccc1)=O)=O,Cc(cccc1)c1C(NCC(NC1(COC1)C([Hg])=O)=O)=O,Cc(cccc1)c1C(NCC(N(CCC1)C1C([Hg])=O)=O)=O,Cc(cccc1)c1C(NCC(N(CC1)CCC1C([Hg])=O)=O)=O,Cc(cccc1)c1C(NCC(N(CCN(C)C1)C1C([Hg])=O)=O)=O,Cc(cccc1)c1C(NCC(N(CC([Hg])=O)c1ccc[o]1)=O)=O,Cc(cccc1)c1C(NCC(Nc(cc1)ccc1C([Hg])=O)=O)=O,Cc(cccc1)c1C(NCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O,Cc(cccc1)c1C(NCC(NCc1cccc(CC([Hg])=O)c1)=O)=O
Cc1cccc(C(NCC([Hg])=O)=O)c1,CC(C([Hg])=O)NC(CNC(c1cc(C)ccc1)=O)=O,CCN(CCC([Hg])=O)C(CNC(c1cc(C)ccc1)=O)=O,Cc1cccc(C(NCC(NC2(COC2)C([Hg])=O)=O)=O)c1,Cc1cccc(C(NCC(N(CCC2)C2C([Hg])=O)=O)=O)c1,Cc1cccc(C(NCC(N(CC2)CCC2C([Hg])=O)=O)=O)c1,Cc1cccc(C(NCC(N(CCN(C)C2)C2C([Hg])=O)=O)=O)c1,Cc1cccc(C(NCC(N(CC([Hg])=O)c2ccc[o]2)=O)=O)c1,Cc1cccc(C(NCC(Nc(cc2)ccc2C([Hg])=O)=O)=O)c1,Cc1cccc(C(NCC(NC(Cc2ccccc2)C([Hg])=O)=O)=O)c1,Cc1cccc(C(NCC(NCc2cccc(CC([Hg])=O)c2)=O)=O)c1
Cc(cc1)ccc1C(NCC([Hg])=O)=O,CC(C([Hg])=O)NC(CNC(c1ccc(C)cc1)=O)=O,CCN(CCC([Hg])=O)C(CNC(c1ccc(C)cc1)=O)=O,Cc(cc1)ccc1C(NCC(NC1(COC1)C([Hg])=O)=O)=O,Cc(cc1)ccc1C(NCC(N(CCC1)C1C([Hg])=O)=O)=O,Cc(cc1)ccc1C(NCC(N(CC1)CCC1C([Hg])=O)=O)=O,Cc(cc1)ccc1C(NCC(N(CCN(C)C1)C1C([Hg])=O)=O)=O,Cc(cc1)ccc1C(NCC(N(CC([Hg])=O)c1ccc[o]1)=O)=O,Cc(cc1)ccc1C(NCC(Nc(cc1)ccc1C([Hg])=O)=O)=O,Cc(cc1)ccc1C(NCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O,Cc(cc1)ccc1C(NCC(NCc1cccc(CC([Hg])=O)c1)=O)=O
CC(c(cc1)ccc1OCC([Hg])=O)=O,CC(C([Hg])=O)NC(COc(cc1)ccc1C(C)=O)=O,CCN(CCC([Hg])=O)C(COc(cc1)ccc1C(C)=O)=O,CC(c(cc1)ccc1OCC(NC1(COC1)C([Hg])=O)=O)=O,CC(c(cc1)ccc1OCC(N(CCC1)C1C([Hg])=O)=O)=O,CC(c(cc1)ccc1OCC(N(CC1)CCC1C([Hg])=O)=O)=O,CC(c(cc1)ccc1OCC(N(CCN(C)C1)C1C([Hg])=O)=O)=O,CC(c(cc1)ccc1OCC(N(CC([Hg])=O)c1ccc[o]1)=O)=O,CC(c(cc1)ccc1OCC(Nc(cc1)ccc1C([Hg])=O)=O)=O,CC(c(cc1)ccc1OCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O,CC(c(cc1)ccc1OCC(NCc1cccc(CC([Hg])=O)c1)=O)=O
CC(CC([Hg])=O)(C(F)(F)F)O,CC(C([Hg])=O)NC(CC(C)(C(F)(F)F)O)=O,CCN(CCC([Hg])=O)C(CC(C)(C(F)(F)F)O)=O,CC(CC(NC1(COC1)C([Hg])=O)=O)(C(F)(F)F)O,CC(CC(N(CCC1)C1C([Hg])=O)=O)(C(F)(F)F)O,CC(CC(N(CC1)CCC1C([Hg])=O)=O)(C(F)(F)F)O,CC(CC(N(CCN(C)C1)C1C([Hg])=O)=O)(C(F)(F)F)O,CC(CC(N(CC([Hg])=O)c1ccc[o]1)=O)(C(F)(F)F)O,CC(CC(Nc(cc1)ccc1C([Hg])=O)=O)(C(F)(F)F)O,CC(CC(NC(Cc1ccccc1)C([Hg])=O)=O)(C(F)(F)F)O,CC(CC(NCc1cccc(CC([Hg])=O)c1)=O)(C(F)(F)F)O
O=C(CCNC(c1ccccc1)=O)[Hg],CC(C([Hg])=O)NC(CCNC(c1ccccc1)=O)=O,CCN(CCC([Hg])=O)C(CCNC(c1ccccc1)=O)=O,O=C(CCNC(c1ccccc1)=O)NC1(COC1)C([Hg])=O,O=C(CCNC(c1ccccc1)=O)N(CCC1)C1C([Hg])=O,O=C(CCNC(c1ccccc1)=O)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCNC(c1ccccc1)=O)=O,O=C(CCNC(c1ccccc1)=O)N(CC([Hg])=O)c1ccc[o]1,O=C(CCNC(c1ccccc1)=O)Nc(cc1)ccc1C([Hg])=O,O=C(CCNC(c1ccccc1)=O)NC(Cc1ccccc1)C([Hg])=O,O=C(CCNC(c1ccccc1)=O)NCc1cccc(CC([Hg])=O)c1
OCc1ccc(CC([Hg])=O)cc1,CC(C([Hg])=O)NC(Cc1ccc(CO)cc1)=O,CCN(CCC([Hg])=O)C(Cc1ccc(CO)cc1)=O,OCc1ccc(CC(NC2(COC2)C([Hg])=O)=O)cc1,OCc1ccc(CC(N(CCC2)C2C([Hg])=O)=O)cc1,OCc1ccc(CC(N(CC2)CCC2C([Hg])=O)=O)cc1,CN(CC1)CC(C([Hg])=O)N1C(Cc1ccc(CO)cc1)=O,OCc1ccc(CC(N(CC([Hg])=O)c2ccc[o]2)=O)cc1,OCc1ccc(CC(Nc(cc2)ccc2C([Hg])=O)=O)cc1,OCc1ccc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,OCc1ccc(CC(NCc2cccc(CC([Hg])=O)c2)=O)cc1
O=C(Cc(cc1)cc2c1OCO2)[Hg],CC(C([Hg])=O)NC(Cc(cc1)cc2c1OCO2)=O,CCN(CCC([Hg])=O)C(Cc(cc1)cc2c1OCO2)=O,O=C(Cc(cc1)cc2c1OCO2)NC1(COC1)C([Hg])=O,O=C(Cc(cc1)cc2c1OCO2)N(CCC1)C1C([Hg])=O,O=C(Cc(cc1)cc2c1OCO2)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1)cc2c1OCO2)=O,O=C(Cc(cc1)cc2c1OCO2)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(cc1)cc2c1OCO2)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(cc1)cc2c1OCO2)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cc1)cc2c1OCO2)NCc1cccc(CC([Hg])=O)c1
COc(cc(CC([Hg])=O)cc1)c1O,CC(C([Hg])=O)NC(Cc(cc1)cc(OC)c1O)=O,CCN(CCC([Hg])=O)C(Cc(cc1)cc(OC)c1O)=O,COc(cc(CC(NC1(COC1)C([Hg])=O)=O)cc1)c1O,COc(cc(CC(N(CCC1)C1C([Hg])=O)=O)cc1)c1O,COc(cc(CC(N(CC1)CCC1C([Hg])=O)=O)cc1)c1O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1)cc(OC)c1O)=O,COc(cc(CC(N(CC([Hg])=O)c1ccc[o]1)=O)cc1)c1O,COc(cc(CC(Nc(cc1)ccc1C([Hg])=O)=O)cc1)c1O,COc(cc(CC(NC(Cc1ccccc1)C([Hg])=O)=O)cc1)c1O,COc(cc(CC(NCc1cccc(CC([Hg])=O)c1)=O)cc1)c1O
COc(cc1)cc(CC([Hg])=O)c1OC,CC(C([Hg])=O)NC(Cc(cc(cc1)OC)c1OC)=O,CCN(CCC([Hg])=O)C(Cc(cc(cc1)OC)c1OC)=O,COc(cc1)cc(CC(NC2(COC2)C([Hg])=O)=O)c1OC,COc(cc1)cc(CC(N(CCC2)C2C([Hg])=O)=O)c1OC,COc(cc1)cc(CC(N(CC2)CCC2C([Hg])=O)=O)c1OC,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc(cc1)OC)c1OC)=O,COc(cc1)cc(CC(N(CC([Hg])=O)c2ccc[o]2)=O)c1OC,COc(cc1)cc(CC(Nc(cc2)ccc2C([Hg])=O)=O)c1OC,COc(cc1)cc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c1OC,COc(cc1)cc(CC(NCc2cccc(CC([Hg])=O)c2)=O)c1OC
COc1cccc(CC([Hg])=O)c1OC,CC(C([Hg])=O)NC(Cc(cccc1OC)c1OC)=O,CCN(CCC([Hg])=O)C(Cc(cccc1OC)c1OC)=O,COc1cccc(CC(NC2(COC2)C([Hg])=O)=O)c1OC,COc1cccc(CC(N(CCC2)C2C([Hg])=O)=O)c1OC,COc1cccc(CC(N(CC2)CCC2C([Hg])=O)=O)c1OC,CN(CC1)CC(C([Hg])=O)N1C(Cc(cccc1OC)c1OC)=O,COc1cccc(CC(N(CC([Hg])=O)c2ccc[o]2)=O)c1OC,COc1cccc(CC(Nc(cc2)ccc2C([Hg])=O)=O)c1OC,COc1cccc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c1OC,COc1cccc(CC(NCc2cccc(CC([Hg])=O)c2)=O)c1OC
O=C(CCc(cc1)cc2c1OCC2)[Hg],CC(C([Hg])=O)NC(CCc(cc1)cc2c1OCC2)=O,CCN(CCC([Hg])=O)C(CCc(cc1)cc2c1OCC2)=O,O=C(CCc(cc1)cc2c1OCC2)NC1(COC1)C([Hg])=O,O=C(CCc(cc1)cc2c1OCC2)N(CCC1)C1C([Hg])=O,O=C(CCc(cc1)cc2c1OCC2)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc(cc1)cc2c1OCC2)=O,O=C(CCc(cc1)cc2c1OCC2)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc(cc1)cc2c1OCC2)Nc(cc1)ccc1C([Hg])=O,O=C(CCc(cc1)cc2c1OCC2)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc(cc1)cc2c1OCC2)NCc1cccc(CC([Hg])=O)c1
COc1cccc(CCC([Hg])=O)c1Cl,CC(C([Hg])=O)NC(CCc(cccc1OC)c1Cl)=O,CCN(CCC([Hg])=O)C(CCc(cccc1OC)c1Cl)=O,COc1cccc(CCC(NC2(COC2)C([Hg])=O)=O)c1Cl,COc1cccc(CCC(N(CCC2)C2C([Hg])=O)=O)c1Cl,COc1cccc(CCC(N(CC2)CCC2C([Hg])=O)=O)c1Cl,CN(CC1)CC(C([Hg])=O)N1C(CCc(cccc1OC)c1Cl)=O,COc1cccc(CCC(N(CC([Hg])=O)c2ccc[o]2)=O)c1Cl,COc1cccc(CCC(Nc(cc2)ccc2C([Hg])=O)=O)c1Cl,COc1cccc(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)c1Cl,COc1cccc(CCC(NCc2cccc(CC([Hg])=O)c2)=O)c1Cl
COc(ccc(CCC([Hg])=O)c1)c1Cl,CC(C([Hg])=O)NC(CCc(cc1)cc(Cl)c1OC)=O,CCN(CCC([Hg])=O)C(CCc(cc1)cc(Cl)c1OC)=O,COc(ccc(CCC(NC1(COC1)C([Hg])=O)=O)c1)c1Cl,COc(ccc(CCC(N(CCC1)C1C([Hg])=O)=O)c1)c1Cl,COc(ccc(CCC(N(CC1)CCC1C([Hg])=O)=O)c1)c1Cl,CN(CC1)CC(C([Hg])=O)N1C(CCc(cc1)cc(Cl)c1OC)=O,COc(ccc(CCC(N(CC([Hg])=O)c1ccc[o]1)=O)c1)c1Cl,COc(ccc(CCC(Nc(cc1)ccc1C([Hg])=O)=O)c1)c1Cl,COc(ccc(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)c1)c1Cl,COc(ccc(CCC(NCc1cccc(CC([Hg])=O)c1)=O)c1)c1Cl
COc(cccc1)c1OCC([Hg])=O,CC(C([Hg])=O)NC(COc(cccc1)c1OC)=O,CCN(CCC([Hg])=O)C(COc(cccc1)c1OC)=O,COc(cccc1)c1OCC(NC1(COC1)C([Hg])=O)=O,COc(cccc1)c1OCC(N(CCC1)C1C([Hg])=O)=O,COc(cccc1)c1OCC(N(CC1)CCC1C([Hg])=O)=O,CN(CC1)CC(C([Hg])=O)N1C(COc(cccc1)c1OC)=O,COc(cccc1)c1OCC(N(CC([Hg])=O)c1ccc[o]1)=O,COc(cccc1)c1OCC(Nc(cc1)ccc1C([Hg])=O)=O,COc(cccc1)c1OCC(NC(Cc1ccccc1)C([Hg])=O)=O,COc(cccc1)c1OCC(NCc1cccc(CC([Hg])=O)c1)=O
COc(cc1)cc(C(CCC([Hg])=O)=O)c1OC,CC(C([Hg])=O)NC(CCC(c(cc(cc1)OC)c1OC)=O)=O,CCN(CCC([Hg])=O)C(CCC(c(cc(cc1)OC)c1OC)=O)=O,COc(cc1)cc(C(CCC(NC2(COC2)C([Hg])=O)=O)=O)c1OC,COc(cc1)cc(C(CCC(N(CCC2)C2C([Hg])=O)=O)=O)c1OC,COc(cc1)cc(C(CCC(N(CC2)CCC2C([Hg])=O)=O)=O)c1OC,CN(CC1)CC(C([Hg])=O)N1C(CCC(c(cc(cc1)OC)c1OC)=O)=O,COc(cc1)cc(C(CCC(N(CC([Hg])=O)c2ccc[o]2)=O)=O)c1OC,COc(cc1)cc(C(CCC(Nc(cc2)ccc2C([Hg])=O)=O)=O)c1OC,COc(cc1)cc(C(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)=O)c1OC,COc(cc1)cc(C(CCC(NCc2cccc(CC([Hg])=O)c2)=O)=O)c1OC
O=C(CCCC1CCCCC1)[Hg],CC(C([Hg])=O)NC(CCCC1CCCCC1)=O,CCN(CCC([Hg])=O)C(CCCC1CCCCC1)=O,O=C(CCCC1CCCCC1)NC1(COC1)C([Hg])=O,O=C(CCCC1CCCCC1)N(CCC1)C1C([Hg])=O,O=C(CCCC1CCCCC1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCCC1CCCCC1)=O,O=C(CCCC1CCCCC1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCCC1CCCCC1)Nc(cc1)ccc1C([Hg])=O,O=C(CCCC1CCCCC1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCCC1CCCCC1)NCc1cccc(CC([Hg])=O)c1
O=C(Cc(cc1)cc(C(F)(F)F)c1F)[Hg],CC(C([Hg])=O)NC(Cc(cc1)cc(C(F)(F)F)c1F)=O,CCN(CCC([Hg])=O)C(Cc(cc1)cc(C(F)(F)F)c1F)=O,O=C(Cc(cc1)cc(C(F)(F)F)c1F)NC1(COC1)C([Hg])=O,O=C(Cc(cc1)cc(C(F)(F)F)c1F)N(CCC1)C1C([Hg])=O,O=C(Cc(cc1)cc(C(F)(F)F)c1F)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1)cc(C(F)(F)F)c1F)=O,O=C(Cc(cc1)cc(C(F)(F)F)c1F)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(cc1)cc(C(F)(F)F)c1F)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(cc1)cc(C(F)(F)F)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cc1)cc(C(F)(F)F)c1F)NCc1cccc(CC([Hg])=O)c1
COc1cc(CCC([Hg])=O)cc(OC)c1OC,CC(C([Hg])=O)NC(CCc(cc1OC)cc(OC)c1OC)=O,CCN(CCC([Hg])=O)C(CCc(cc1OC)cc(OC)c1OC)=O,COc1cc(CCC(NC2(COC2)C([Hg])=O)=O)cc(OC)c1OC,COc1cc(CCC(N(CCC2)C2C([Hg])=O)=O)cc(OC)c1OC,COc1cc(CCC(N(CC2)CCC2C([Hg])=O)=O)cc(OC)c1OC,CN(CC1)CC(C([Hg])=O)N1C(CCc(cc1OC)cc(OC)c1OC)=O,COc1cc(CCC(N(CC([Hg])=O)c2ccc[o]2)=O)cc(OC)c1OC,COc1cc(CCC(Nc(cc2)ccc2C([Hg])=O)=O)cc(OC)c1OC,COc1cc(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)cc(OC)c1OC,COc1cc(CCC(NCc2cccc(CC([Hg])=O)c2)=O)cc(OC)c1OC
O=C(Cc(c(F)ccc1)c1Cl)[Hg],CC(C([Hg])=O)NC(Cc(c(F)ccc1)c1Cl)=O,CCN(CCC([Hg])=O)C(Cc(c(F)ccc1)c1Cl)=O,O=C(Cc(c(F)ccc1)c1Cl)NC1(COC1)C([Hg])=O,O=C(Cc(c(F)ccc1)c1Cl)N(CCC1)C1C([Hg])=O,O=C(Cc(c(F)ccc1)c1Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(c(F)ccc1)c1Cl)=O,O=C(Cc(c(F)ccc1)c1Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(c(F)ccc1)c1Cl)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(c(F)ccc1)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(c(F)ccc1)c1Cl)NCc1cccc(CC([Hg])=O)c1
O=C(Cc(ccc(F)c1)c1Cl)[Hg],CC(C([Hg])=O)NC(Cc(ccc(F)c1)c1Cl)=O,CCN(CCC([Hg])=O)C(Cc(ccc(F)c1)c1Cl)=O,O=C(Cc(ccc(F)c1)c1Cl)NC1(COC1)C([Hg])=O,O=C(Cc(ccc(F)c1)c1Cl)N(CCC1)C1C([Hg])=O,O=C(Cc(ccc(F)c1)c1Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(ccc(F)c1)c1Cl)=O,O=C(Cc(ccc(F)c1)c1Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(ccc(F)c1)c1Cl)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(ccc(F)c1)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(ccc(F)c1)c1Cl)NCc1cccc(CC([Hg])=O)c1
O=C(CCc1ccc(C(F)(F)F)cc1)[Hg],CC(C([Hg])=O)NC(CCc1ccc(C(F)(F)F)cc1)=O,CCN(CCC([Hg])=O)C(CCc1ccc(C(F)(F)F)cc1)=O,O=C(CCc1ccc(C(F)(F)F)cc1)NC1(COC1)C([Hg])=O,O=C(CCc1ccc(C(F)(F)F)cc1)N(CCC1)C1C([Hg])=O,O=C(CCc1ccc(C(F)(F)F)cc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc1ccc(C(F)(F)F)cc1)=O,O=C(CCc1ccc(C(F)(F)F)cc1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc1ccc(C(F)(F)F)cc1)Nc(cc1)ccc1C([Hg])=O,O=C(CCc1ccc(C(F)(F)F)cc1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1ccc(C(F)(F)F)cc1)NCc1cccc(CC([Hg])=O)c1
COc1cc(F)c(CC([Hg])=O)cc1,CC(C([Hg])=O)NC(Cc(ccc(OC)c1)c1F)=O,CCN(CCC([Hg])=O)C(Cc(ccc(OC)c1)c1F)=O,COc1cc(F)c(CC(NC2(COC2)C([Hg])=O)=O)cc1,COc1cc(F)c(CC(N(CCC2)C2C([Hg])=O)=O)cc1,COc1cc(F)c(CC(N(CC2)CCC2C([Hg])=O)=O)cc1,CN(CC1)CC(C([Hg])=O)N1C(Cc(ccc(OC)c1)c1F)=O,COc1cc(F)c(CC(N(CC([Hg])=O)c2ccc[o]2)=O)cc1,COc1cc(F)c(CC(Nc(cc2)ccc2C([Hg])=O)=O)cc1,COc1cc(F)c(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,COc1cc(F)c(CC(NCc2cccc(CC([Hg])=O)c2)=O)cc1
COc1nc(CCC([Hg])=O)nc(OC)c1,CC(C([Hg])=O)NC(CCc1nc(OC)cc(OC)n1)=O,CCN(CCC([Hg])=O)C(CCc1nc(OC)cc(OC)n1)=O,COc1nc(CCC(NC2(COC2)C([Hg])=O)=O)nc(OC)c1,COc1nc(CCC(N(CCC2)C2C([Hg])=O)=O)nc(OC)c1,COc1nc(CCC(N(CC2)CCC2C([Hg])=O)=O)nc(OC)c1,CN(CC1)CC(C([Hg])=O)N1C(CCc1nc(OC)cc(OC)n1)=O,COc1nc(CCC(N(CC([Hg])=O)c2ccc[o]2)=O)nc(OC)c1,COc1nc(CCC(Nc(cc2)ccc2C([Hg])=O)=O)nc(OC)c1,COc1nc(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)nc(OC)c1,COc1nc(CCC(NCc2cccc(CC([Hg])=O)c2)=O)nc(OC)c1
O=C(CCc1cnccc1)[Hg],CC(C([Hg])=O)NC(CCc1cnccc1)=O,CCN(CCC([Hg])=O)C(CCc1cnccc1)=O,O=C(CCc1cnccc1)NC1(COC1)C([Hg])=O,O=C(CCc1cnccc1)N(CCC1)C1C([Hg])=O,O=C(CCc1cnccc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc1cnccc1)=O,O=C(CCc1cnccc1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc1cnccc1)Nc(cc1)ccc1C([Hg])=O,O=C(CCc1cnccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1cnccc1)NCc1cccc(CC([Hg])=O)c1
C[C@H]([C@H](CCCCCC([Hg])=O)N1)NC1=O,CC(C([Hg])=O)NC(CCCCC[C@@H]([C@@H](C)N1)NC1=O)=O,CCN(CCC([Hg])=O)C(CCCCC[C@@H]([C@@H](C)N1)NC1=O)=O,C[C@H]([C@H](CCCCCC(NC1(COC1)C([Hg])=O)=O)N1)NC1=O,C[C@H]([C@H](CCCCCC(N(CCC1)C1C([Hg])=O)=O)N1)NC1=O,C[C@H]([C@H](CCCCCC(N(CC1)CCC1C([Hg])=O)=O)N1)NC1=O,C[C@H]([C@H](CCCCCC(N(CCN(C)C1)C1C([Hg])=O)=O)N1)NC1=O,C[C@H]([C@H](CCCCCC(N(CC([Hg])=O)c1ccc[o]1)=O)N1)NC1=O,C[C@H]([C@H](CCCCCC(Nc(cc1)ccc1C([Hg])=O)=O)N1)NC1=O,C[C@H]([C@H](CCCCCC(NC(Cc1ccccc1)C([Hg])=O)=O)N1)NC1=O,C[C@H]([C@H](CCCCCC(NCc1cccc(CC([Hg])=O)c1)=O)N1)NC1=O
