SMILES_BB,SMILES_0,SMILES_1,SMILES_2,SMILES_3,SMILES_4,SMILES_5,SMILES_6,SMILES_7,SMILES_8,SMILES_9
COc1cc(CC([Hg])=O)cc(OC)c1OC,CC(C([Hg])=O)NC(Cc(cc1OC)cc(OC)c1OC)=O,CCN(CCC([Hg])=O)C(Cc(cc1OC)cc(OC)c1OC)=O,COc1cc(CC(NC2(COC2)C([Hg])=O)=O)cc(OC)c1OC,COc1cc(CC(N(CCC2)C2C([Hg])=O)=O)cc(OC)c1OC,COc1cc(CC(N(CC2)CCC2C([Hg])=O)=O)cc(OC)c1OC,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1OC)cc(OC)c1OC)=O,COc1cc(CC(N(CC([Hg])=O)c2ccc[o]2)=O)cc(OC)c1OC,COc1cc(CC(Nc(cc2)ccc2C([Hg])=O)=O)cc(OC)c1OC,COc1cc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc(OC)c1OC,COc1cc(CC(NCc2cccc(CC([Hg])=O)c2)=O)cc(OC)c1OC
CCOc1ccc(CCC([Hg])=O)cc1,CCOc1ccc(CCC(NC(C)C([Hg])=O)=O)cc1,CCN(CCC([Hg])=O)C(CCc(cc1)ccc1OCC)=O,CCOc1ccc(CCC(NC2(COC2)C([Hg])=O)=O)cc1,CCOc1ccc(CCC(N(CCC2)C2C([Hg])=O)=O)cc1,CCOc1ccc(CCC(N(CC2)CCC2C([Hg])=O)=O)cc1,CCOc1ccc(CCC(N(CCN(C)C2)C2C([Hg])=O)=O)cc1,CCOc1ccc(CCC(N(CC([Hg])=O)c2ccc[o]2)=O)cc1,CCOc1ccc(CCC(Nc(cc2)ccc2C([Hg])=O)=O)cc1,CCOc1ccc(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,CCOc1ccc(CCC(NCc2cccc(CC([Hg])=O)c2)=O)cc1
O=C(CCc(cc1)cc2c1OCO2)[Hg],CC(C([Hg])=O)NC(CCc(cc1)cc2c1OCO2)=O,CCN(CCC([Hg])=O)C(CCc(cc1)cc2c1OCO2)=O,O=C(CCc(cc1)cc2c1OCO2)NC1(COC1)C([Hg])=O,O=C(CCc(cc1)cc2c1OCO2)N(CCC1)C1C([Hg])=O,O=C(CCc(cc1)cc2c1OCO2)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc(cc1)cc2c1OCO2)=O,O=C(CCc(cc1)cc2c1OCO2)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc(cc1)cc2c1OCO2)Nc(cc1)ccc1C([Hg])=O,O=C(CCc(cc1)cc2c1OCO2)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc(cc1)cc2c1OCO2)NCc1cccc(CC([Hg])=O)c1
COc1cc(CC([Hg])=O)cc(OC)c1,CC(C([Hg])=O)NC(Cc1cc(OC)cc(OC)c1)=O,CCN(CCC([Hg])=O)C(Cc1cc(OC)cc(OC)c1)=O,COc1cc(CC(NC2(COC2)C([Hg])=O)=O)cc(OC)c1,COc1cc(CC(N(CCC2)C2C([Hg])=O)=O)cc(OC)c1,COc1cc(CC(N(CC2)CCC2C([Hg])=O)=O)cc(OC)c1,CN(CC1)CC(C([Hg])=O)N1C(Cc1cc(OC)cc(OC)c1)=O,COc1cc(CC(N(CC([Hg])=O)c2ccc[o]2)=O)cc(OC)c1,COc1cc(CC(Nc(cc2)ccc2C([Hg])=O)=O)cc(OC)c1,COc1cc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc(OC)c1,COc1cc(CC(NCc2cccc(CC([Hg])=O)c2)=O)cc(OC)c1
O=C(CCc1nc(-c(cccc2)c2F)n[o]1)[Hg],CC(C([Hg])=O)NC(CCc1nc(-c(cccc2)c2F)n[o]1)=O,CCN(CCC([Hg])=O)C(CCc1nc(-c(cccc2)c2F)n[o]1)=O,O=C(CCc1nc(-c(cccc2)c2F)n[o]1)NC1(COC1)C([Hg])=O,O=C(CCc1nc(-c(cccc2)c2F)n[o]1)N(CCC1)C1C([Hg])=O,O=C(CCc1nc(-c(cccc2)c2F)n[o]1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc1nc(-c(cccc2)c2F)n[o]1)=O,O=C(CCc1nc(-c(cccc2)c2F)n[o]1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc1nc(-c(cccc2)c2F)n[o]1)Nc(cc1)ccc1C([Hg])=O,O=C(CCc1nc(-c(cccc2)c2F)n[o]1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1nc(-c(cccc2)c2F)n[o]1)NCc1cccc(CC([Hg])=O)c1
Cc(cc1)ccc1C(CCC([Hg])=O)=O,CC(C([Hg])=O)NC(CCC(c1ccc(C)cc1)=O)=O,CCN(CCC([Hg])=O)C(CCC(c1ccc(C)cc1)=O)=O,Cc(cc1)ccc1C(CCC(NC1(COC1)C([Hg])=O)=O)=O,Cc(cc1)ccc1C(CCC(N(CCC1)C1C([Hg])=O)=O)=O,Cc(cc1)ccc1C(CCC(N(CC1)CCC1C([Hg])=O)=O)=O,Cc(cc1)ccc1C(CCC(N(CCN(C)C1)C1C([Hg])=O)=O)=O,Cc(cc1)ccc1C(CCC(N(CC([Hg])=O)c1ccc[o]1)=O)=O,Cc(cc1)ccc1C(CCC(Nc(cc1)ccc1C([Hg])=O)=O)=O,Cc(cc1)ccc1C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O,Cc(cc1)ccc1C(CCC(NCc1cccc(CC([Hg])=O)c1)=O)=O
O=C(CCC([Hg])=O)c1ccccc1,CC(C([Hg])=O)NC(CCC(c1ccccc1)=O)=O,CCN(CCC([Hg])=O)C(CCC(c1ccccc1)=O)=O,O=C(CCC(NC1(COC1)C([Hg])=O)=O)c1ccccc1,O=C(CCC(N(CCC1)C1C([Hg])=O)=O)c1ccccc1,O=C(CCC(N(CC1)CCC1C([Hg])=O)=O)c1ccccc1,CN(CC1)CC(C([Hg])=O)N1C(CCC(c1ccccc1)=O)=O,O=C(CCC(N(CC([Hg])=O)c1ccc[o]1)=O)c1ccccc1,O=C(CCC(Nc(cc1)ccc1C([Hg])=O)=O)c1ccccc1,O=C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)c1ccccc1,O=C(CCC(NCc1cccc(CC([Hg])=O)c1)=O)c1ccccc1
Cc1ccc(CCC([Hg])=O)cc1,CC(C([Hg])=O)NC(CCc1ccc(C)cc1)=O,CCN(CCC([Hg])=O)C(CCc1ccc(C)cc1)=O,Cc1ccc(CCC(NC2(COC2)C([Hg])=O)=O)cc1,Cc1ccc(CCC(N(CCC2)C2C([Hg])=O)=O)cc1,Cc1ccc(CCC(N(CC2)CCC2C([Hg])=O)=O)cc1,Cc1ccc(CCC(N(CCN(C)C2)C2C([Hg])=O)=O)cc1,Cc1ccc(CCC(N(CC([Hg])=O)c2ccc[o]2)=O)cc1,Cc1ccc(CCC(Nc(cc2)ccc2C([Hg])=O)=O)cc1,Cc1ccc(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,Cc1ccc(CCC(NCc2cccc(CC([Hg])=O)c2)=O)cc1
COc1c(CCC([Hg])=O)cccc1,CC(C([Hg])=O)NC(CCc(cccc1)c1OC)=O,CCN(CCC([Hg])=O)C(CCc(cccc1)c1OC)=O,COc1c(CCC(NC2(COC2)C([Hg])=O)=O)cccc1,COc1c(CCC(N(CCC2)C2C([Hg])=O)=O)cccc1,COc1c(CCC(N(CC2)CCC2C([Hg])=O)=O)cccc1,CN(CC1)CC(C([Hg])=O)N1C(CCc(cccc1)c1OC)=O,COc1c(CCC(N(CC([Hg])=O)c2ccc[o]2)=O)cccc1,COc1c(CCC(Nc(cc2)ccc2C([Hg])=O)=O)cccc1,COc1c(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)cccc1,COc1c(CCC(NCc2cccc(CC([Hg])=O)c2)=O)cccc1
Cc1c(CCC([Hg])=O)cccc1,CC(C([Hg])=O)NC(CCc1c(C)cccc1)=O,CCN(CCC([Hg])=O)C(CCc1c(C)cccc1)=O,Cc1c(CCC(NC2(COC2)C([Hg])=O)=O)cccc1,Cc1c(CCC(N(CCC2)C2C([Hg])=O)=O)cccc1,Cc1c(CCC(N(CC2)CCC2C([Hg])=O)=O)cccc1,Cc1c(CCC(N(CCN(C)C2)C2C([Hg])=O)=O)cccc1,Cc1c(CCC(N(CC([Hg])=O)c2ccc[o]2)=O)cccc1,Cc1c(CCC(Nc(cc2)ccc2C([Hg])=O)=O)cccc1,Cc1c(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)cccc1,Cc1c(CCC(NCc2cccc(CC([Hg])=O)c2)=O)cccc1
COc1ccc(CCC([Hg])=O)cc1,CC(C([Hg])=O)NC(CCc(cc1)ccc1OC)=O,CCN(CCC([Hg])=O)C(CCc(cc1)ccc1OC)=O,COc1ccc(CCC(NC2(COC2)C([Hg])=O)=O)cc1,COc1ccc(CCC(N(CCC2)C2C([Hg])=O)=O)cc1,COc1ccc(CCC(N(CC2)CCC2C([Hg])=O)=O)cc1,CN(CC1)CC(C([Hg])=O)N1C(CCc(cc1)ccc1OC)=O,COc1ccc(CCC(N(CC([Hg])=O)c2ccc[o]2)=O)cc1,COc1ccc(CCC(Nc(cc2)ccc2C([Hg])=O)=O)cc1,COc1ccc(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,COc1ccc(CCC(NCc2cccc(CC([Hg])=O)c2)=O)cc1
Cc(cc(CC([Hg])=O)cc1)c1OC,CC(C([Hg])=O)NC(Cc(cc1)cc(C)c1OC)=O,CCN(CCC([Hg])=O)C(Cc(cc1)cc(C)c1OC)=O,Cc(cc(CC(NC1(COC1)C([Hg])=O)=O)cc1)c1OC,Cc(cc(CC(N(CCC1)C1C([Hg])=O)=O)cc1)c1OC,Cc(cc(CC(N(CC1)CCC1C([Hg])=O)=O)cc1)c1OC,Cc(cc(CC(N(CCN(C)C1)C1C([Hg])=O)=O)cc1)c1OC,Cc(cc(CC(N(CC([Hg])=O)c1ccc[o]1)=O)cc1)c1OC,Cc(cc(CC(Nc(cc1)ccc1C([Hg])=O)=O)cc1)c1OC,Cc(cc(CC(NC(Cc1ccccc1)C([Hg])=O)=O)cc1)c1OC,Cc(cc(CC(NCc1cccc(CC([Hg])=O)c1)=O)cc1)c1OC
CCOc(ccc(CC([Hg])=O)c1)c1OC,CCOc(ccc(CC(NC(C)C([Hg])=O)=O)c1)c1OC,CCN(CCC([Hg])=O)C(Cc(cc1)cc(OC)c1OCC)=O,CCOc(ccc(CC(NC1(COC1)C([Hg])=O)=O)c1)c1OC,CCOc(ccc(CC(N(CCC1)C1C([Hg])=O)=O)c1)c1OC,CCOc(ccc(CC(N(CC1)CCC1C([Hg])=O)=O)c1)c1OC,CCOc(ccc(CC(N(CCN(C)C1)C1C([Hg])=O)=O)c1)c1OC,CCOc(ccc(CC(N(CC([Hg])=O)c1ccc[o]1)=O)c1)c1OC,CCOc(ccc(CC(Nc(cc1)ccc1C([Hg])=O)=O)c1)c1OC,CCOc(ccc(CC(NC(Cc1ccccc1)C([Hg])=O)=O)c1)c1OC,CCOc(ccc(CC(NCc1cccc(CC([Hg])=O)c1)=O)c1)c1OC
O=C(CCc1ncc(-c2ccccc2)[o]1)[Hg],CC(C([Hg])=O)NC(CCc1ncc(-c2ccccc2)[o]1)=O,CCN(CCC([Hg])=O)C(CCc1ncc(-c2ccccc2)[o]1)=O,O=C(CCc1ncc(-c2ccccc2)[o]1)NC1(COC1)C([Hg])=O,O=C(CCc1ncc(-c2ccccc2)[o]1)N(CCC1)C1C([Hg])=O,O=C(CCc1ncc(-c2ccccc2)[o]1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc1ncc(-c2ccccc2)[o]1)=O,O=C(CCc1ncc(-c2ccccc2)[o]1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc1ncc(-c2ccccc2)[o]1)Nc(cc1)ccc1C([Hg])=O,O=C(CCc1ncc(-c2ccccc2)[o]1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1ncc(-c2ccccc2)[o]1)NCc1cccc(CC([Hg])=O)c1
O=C(CCc1nnc(-c2ccccc2)[o]1)[Hg],CC(C([Hg])=O)NC(CCc1nnc(-c2ccccc2)[o]1)=O,CCN(CCC([Hg])=O)C(CCc1nnc(-c2ccccc2)[o]1)=O,O=C(CCc1nnc(-c2ccccc2)[o]1)NC1(COC1)C([Hg])=O,O=C(CCc1nnc(-c2ccccc2)[o]1)N(CCC1)C1C([Hg])=O,O=C(CCc1nnc(-c2ccccc2)[o]1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc1nnc(-c2ccccc2)[o]1)=O,O=C(CCc1nnc(-c2ccccc2)[o]1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc1nnc(-c2ccccc2)[o]1)Nc(cc1)ccc1C([Hg])=O,O=C(CCc1nnc(-c2ccccc2)[o]1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1nnc(-c2ccccc2)[o]1)NCc1cccc(CC([Hg])=O)c1
O=C(CCc1ncc(-c(cc2)ccc2Cl)[o]1)[Hg],CC(C([Hg])=O)NC(CCc1ncc(-c(cc2)ccc2Cl)[o]1)=O,CCN(CCC([Hg])=O)C(CCc1ncc(-c(cc2)ccc2Cl)[o]1)=O,O=C(CCc1ncc(-c(cc2)ccc2Cl)[o]1)NC1(COC1)C([Hg])=O,O=C(CCc1ncc(-c(cc2)ccc2Cl)[o]1)N(CCC1)C1C([Hg])=O,O=C(CCc1ncc(-c(cc2)ccc2Cl)[o]1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc1ncc(-c(cc2)ccc2Cl)[o]1)=O,O=C(CCc1ncc(-c(cc2)ccc2Cl)[o]1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc1ncc(-c(cc2)ccc2Cl)[o]1)Nc(cc1)ccc1C([Hg])=O,O=C(CCc1ncc(-c(cc2)ccc2Cl)[o]1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1ncc(-c(cc2)ccc2Cl)[o]1)NCc1cccc(CC([Hg])=O)c1
O=C(CNC(c1ccc[o]1)=O)[Hg],CC(C([Hg])=O)NC(CNC(c1ccc[o]1)=O)=O,CCN(CCC([Hg])=O)C(CNC(c1ccc[o]1)=O)=O,O=C(CNC(c1ccc[o]1)=O)NC1(COC1)C([Hg])=O,O=C(CNC(c1ccc[o]1)=O)N(CCC1)C1C([Hg])=O,O=C(CNC(c1ccc[o]1)=O)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CNC(c1ccc[o]1)=O)=O,O=C(CNC(c1ccc[o]1)=O)N(CC([Hg])=O)c1ccc[o]1,O=C(CNC(c1ccc[o]1)=O)Nc(cc1)ccc1C([Hg])=O,O=C(CNC(c1ccc[o]1)=O)NC(Cc1ccccc1)C([Hg])=O,O=C(CNC(c1ccc[o]1)=O)NCc1cccc(CC([Hg])=O)c1
O=C(CNC(/C=C/c1ccc[o]1)=O)[Hg],CC(C([Hg])=O)NC(CNC(/C=C/c1ccc[o]1)=O)=O,CCN(CCC([Hg])=O)C(CNC(/C=C/c1ccc[o]1)=O)=O,O=C(CNC(/C=C/c1ccc[o]1)=O)NC1(COC1)C([Hg])=O,O=C(CNC(/C=C/c1ccc[o]1)=O)N(CCC1)C1C([Hg])=O,O=C(CNC(/C=C/c1ccc[o]1)=O)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CNC(/C=C/c1ccc[o]1)=O)=O,O=C(CNC(/C=C/c1ccc[o]1)=O)N(CC([Hg])=O)c1ccc[o]1,O=C(CNC(/C=C/c1ccc[o]1)=O)Nc(cc1)ccc1C([Hg])=O,O=C(CNC(/C=C/c1ccc[o]1)=O)NC(Cc1ccccc1)C([Hg])=O,O=C(CNC(/C=C/c1ccc[o]1)=O)NCc1cccc(CC([Hg])=O)c1
O=C(Cc(cc1)ccc1OCc1ccccc1)[Hg],CC(C([Hg])=O)NC(Cc(cc1)ccc1OCc1ccccc1)=O,CCN(CCC([Hg])=O)C(Cc(cc1)ccc1OCc1ccccc1)=O,O=C(Cc(cc1)ccc1OCc1ccccc1)NC1(COC1)C([Hg])=O,O=C(Cc(cc1)ccc1OCc1ccccc1)N(CCC1)C1C([Hg])=O,O=C(Cc(cc1)ccc1OCc1ccccc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1)ccc1OCc1ccccc1)=O,O=C(Cc(cc1)ccc1OCc1ccccc1)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(cc1)ccc1OCc1ccccc1)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(cc1)ccc1OCc1ccccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cc1)ccc1OCc1ccccc1)NCc1cccc(CC([Hg])=O)c1
Cc1cc(OCC([Hg])=O)c(C(CCC2)=C2C(O2)=O)c2c1,CC(C([Hg])=O)NC(COc1c(C(CCC2)=C2C(O2)=O)c2cc(C)c1)=O,CCN(CCC([Hg])=O)C(COc1c(C(CCC2)=C2C(O2)=O)c2cc(C)c1)=O,Cc1cc(OCC(NC2(COC2)C([Hg])=O)=O)c(C(CCC2)=C2C(O2)=O)c2c1,Cc1cc(OCC(N(CCC2)C2C([Hg])=O)=O)c(C(CCC2)=C2C(O2)=O)c2c1,Cc1cc(OCC(N(CC2)CCC2C([Hg])=O)=O)c(C(CCC2)=C2C(O2)=O)c2c1,Cc1cc(OCC(N(CCN(C)C2)C2C([Hg])=O)=O)c(C(CCC2)=C2C(O2)=O)c2c1,Cc1cc(OCC(N(CC([Hg])=O)c2ccc[o]2)=O)c(C(CCC2)=C2C(O2)=O)c2c1,Cc1cc(OCC(Nc(cc2)ccc2C([Hg])=O)=O)c(C(CCC2)=C2C(O2)=O)c2c1,Cc1cc(OCC(NC(Cc2ccccc2)C([Hg])=O)=O)c(C(CCC2)=C2C(O2)=O)c2c1,Cc1cc(OCC(NCc2cccc(CC([Hg])=O)c2)=O)c(C(CCC2)=C2C(O2)=O)c2c1
O=C(Cc1cc(cccc2)c2cc1)[Hg],CC(C([Hg])=O)NC(Cc1cc(cccc2)c2cc1)=O,CCN(CCC([Hg])=O)C(Cc1cc(cccc2)c2cc1)=O,O=C(Cc1cc(cccc2)c2cc1)NC1(COC1)C([Hg])=O,O=C(Cc1cc(cccc2)c2cc1)N(CCC1)C1C([Hg])=O,O=C(Cc1cc(cccc2)c2cc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc1cc(cccc2)c2cc1)=O,O=C(Cc1cc(cccc2)c2cc1)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc1cc(cccc2)c2cc1)Nc(cc1)ccc1C([Hg])=O,O=C(Cc1cc(cccc2)c2cc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1cc(cccc2)c2cc1)NCc1cccc(CC([Hg])=O)c1
O=C(COc1cc(cccc2)c2cc1)[Hg],CC(C([Hg])=O)NC(COc1cc(cccc2)c2cc1)=O,CCN(CCC([Hg])=O)C(COc1cc(cccc2)c2cc1)=O,O=C(COc1cc(cccc2)c2cc1)NC1(COC1)C([Hg])=O,O=C(COc1cc(cccc2)c2cc1)N(CCC1)C1C([Hg])=O,O=C(COc1cc(cccc2)c2cc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(COc1cc(cccc2)c2cc1)=O,O=C(COc1cc(cccc2)c2cc1)N(CC([Hg])=O)c1ccc[o]1,O=C(COc1cc(cccc2)c2cc1)Nc(cc1)ccc1C([Hg])=O,O=C(COc1cc(cccc2)c2cc1)NC(Cc1ccccc1)C([Hg])=O,O=C(COc1cc(cccc2)c2cc1)NCc1cccc(CC([Hg])=O)c1
O=C(CCc1ccc[s]1)[Hg],CC(C([Hg])=O)NC(CCc1ccc[s]1)=O,CCN(CCC([Hg])=O)C(CCc1ccc[s]1)=O,O=C(CCc1ccc[s]1)NC1(COC1)C([Hg])=O,O=C(CCc1ccc[s]1)N(CCC1)C1C([Hg])=O,O=C(CCc1ccc[s]1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc1ccc[s]1)=O,O=C(CCc1ccc[s]1)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc1ccc[s]1)Nc(cc1)ccc1C([Hg])=O,O=C(CCc1ccc[s]1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1ccc[s]1)NCc1cccc(CC([Hg])=O)c1
O=C(Cc1c[s]cc1)[Hg],CC(C([Hg])=O)NC(Cc1c[s]cc1)=O,CCN(CCC([Hg])=O)C(Cc1c[s]cc1)=O,O=C(Cc1c[s]cc1)NC1(COC1)C([Hg])=O,O=C(Cc1c[s]cc1)N(CCC1)C1C([Hg])=O,O=C(Cc1c[s]cc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc1c[s]cc1)=O,O=C(Cc1c[s]cc1)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc1c[s]cc1)Nc(cc1)ccc1C([Hg])=O,O=C(Cc1c[s]cc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1c[s]cc1)NCc1cccc(CC([Hg])=O)c1
O=C(CCC([Hg])=O)c1ccc[s]1,CC(C([Hg])=O)NC(CCC(c1ccc[s]1)=O)=O,CCN(CCC([Hg])=O)C(CCC(c1ccc[s]1)=O)=O,O=C(CCC(NC1(COC1)C([Hg])=O)=O)c1ccc[s]1,O=C(CCC(N(CCC1)C1C([Hg])=O)=O)c1ccc[s]1,O=C(CCC(N(CC1)CCC1C([Hg])=O)=O)c1ccc[s]1,CN(CC1)CC(C([Hg])=O)N1C(CCC(c1ccc[s]1)=O)=O,O=C(CCC(N(CC([Hg])=O)c1ccc[o]1)=O)c1ccc[s]1,O=C(CCC(Nc(cc1)ccc1C([Hg])=O)=O)c1ccc[s]1,O=C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)c1ccc[s]1,O=C(CCC(NCc1cccc(CC([Hg])=O)c1)=O)c1ccc[s]1
COc(ccc(C(CCC([Hg])=O)=O)c1)c1F,CC(C([Hg])=O)NC(CCC(c(cc1)cc(F)c1OC)=O)=O,CCN(CCC([Hg])=O)C(CCC(c(cc1)cc(F)c1OC)=O)=O,COc(ccc(C(CCC(NC1(COC1)C([Hg])=O)=O)=O)c1)c1F,COc(ccc(C(CCC(N(CCC1)C1C([Hg])=O)=O)=O)c1)c1F,COc(ccc(C(CCC(N(CC1)CCC1C([Hg])=O)=O)=O)c1)c1F,CN(CC1)CC(C([Hg])=O)N1C(CCC(c(cc1)cc(F)c1OC)=O)=O,COc(ccc(C(CCC(N(CC([Hg])=O)c1ccc[o]1)=O)=O)c1)c1F,COc(ccc(C(CCC(Nc(cc1)ccc1C([Hg])=O)=O)=O)c1)c1F,COc(ccc(C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O)c1)c1F,COc(ccc(C(CCC(NCc1cccc(CC([Hg])=O)c1)=O)=O)c1)c1F
COc(cc1)ccc1C(CCC([Hg])=O)=O,CC(C([Hg])=O)NC(CCC(c(cc1)ccc1OC)=O)=O,CCN(CCC([Hg])=O)C(CCC(c(cc1)ccc1OC)=O)=O,COc(cc1)ccc1C(CCC(NC1(COC1)C([Hg])=O)=O)=O,COc(cc1)ccc1C(CCC(N(CCC1)C1C([Hg])=O)=O)=O,COc(cc1)ccc1C(CCC(N(CC1)CCC1C([Hg])=O)=O)=O,CN(CC1)CC(C([Hg])=O)N1C(CCC(c(cc1)ccc1OC)=O)=O,COc(cc1)ccc1C(CCC(N(CC([Hg])=O)c1ccc[o]1)=O)=O,COc(cc1)ccc1C(CCC(Nc(cc1)ccc1C([Hg])=O)=O)=O,COc(cc1)ccc1C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O,COc(cc1)ccc1C(CCC(NCc1cccc(CC([Hg])=O)c1)=O)=O
COc(cc(CC([Hg])=O)cc1)c1F,CC(C([Hg])=O)NC(Cc(cc1)cc(OC)c1F)=O,CCN(CCC([Hg])=O)C(Cc(cc1)cc(OC)c1F)=O,COc(cc(CC(NC1(COC1)C([Hg])=O)=O)cc1)c1F,COc(cc(CC(N(CCC1)C1C([Hg])=O)=O)cc1)c1F,COc(cc(CC(N(CC1)CCC1C([Hg])=O)=O)cc1)c1F,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1)cc(OC)c1F)=O,COc(cc(CC(N(CC([Hg])=O)c1ccc[o]1)=O)cc1)c1F,COc(cc(CC(Nc(cc1)ccc1C([Hg])=O)=O)cc1)c1F,COc(cc(CC(NC(Cc1ccccc1)C([Hg])=O)=O)cc1)c1F,COc(cc(CC(NCc1cccc(CC([Hg])=O)c1)=O)cc1)c1F
OCc(cc1)ccc1OCCC([Hg])=O,CC(C([Hg])=O)NC(CCOc1ccc(CO)cc1)=O,CCN(CCC([Hg])=O)C(CCOc1ccc(CO)cc1)=O,OCc(cc1)ccc1OCCC(NC1(COC1)C([Hg])=O)=O,OCc(cc1)ccc1OCCC(N(CCC1)C1C([Hg])=O)=O,OCc(cc1)ccc1OCCC(N(CC1)CCC1C([Hg])=O)=O,CN(CC1)CC(C([Hg])=O)N1C(CCOc1ccc(CO)cc1)=O,OCc(cc1)ccc1OCCC(N(CC([Hg])=O)c1ccc[o]1)=O,OCc(cc1)ccc1OCCC(Nc(cc1)ccc1C([Hg])=O)=O,OCc(cc1)ccc1OCCC(NC(Cc1ccccc1)C([Hg])=O)=O,OCc(cc1)ccc1OCCC(NCc1cccc(CC([Hg])=O)c1)=O
O=C(CCc(cc1)ccc1F)[Hg],CC(C([Hg])=O)NC(CCc(cc1)ccc1F)=O,CCN(CCC([Hg])=O)C(CCc(cc1)ccc1F)=O,O=C(CCc(cc1)ccc1F)NC1(COC1)C([Hg])=O,O=C(CCc(cc1)ccc1F)N(CCC1)C1C([Hg])=O,O=C(CCc(cc1)ccc1F)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCc(cc1)ccc1F)=O,O=C(CCc(cc1)ccc1F)N(CC([Hg])=O)c1ccc[o]1,O=C(CCc(cc1)ccc1F)Nc(cc1)ccc1C([Hg])=O,O=C(CCc(cc1)ccc1F)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc(cc1)ccc1F)NCc1cccc(CC([Hg])=O)c1
O=C(COc(cc1)ccc1F)[Hg],CC(C([Hg])=O)NC(COc(cc1)ccc1F)=O,CCN(CCC([Hg])=O)C(COc(cc1)ccc1F)=O,O=C(COc(cc1)ccc1F)NC1(COC1)C([Hg])=O,O=C(COc(cc1)ccc1F)N(CCC1)C1C([Hg])=O,O=C(COc(cc1)ccc1F)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(COc(cc1)ccc1F)=O,O=C(COc(cc1)ccc1F)N(CC([Hg])=O)c1ccc[o]1,O=C(COc(cc1)ccc1F)Nc(cc1)ccc1C([Hg])=O,O=C(COc(cc1)ccc1F)NC(Cc1ccccc1)C([Hg])=O,O=C(COc(cc1)ccc1F)NCc1cccc(CC([Hg])=O)c1
