ID,ECFP_L1,ECFP_L2,COAF_L1,COAF_L2
2124,OC(C(Cc1c[nH]cn1)NC(c(cc1)cc(cc2)c1cc2O)=O)=O,Oc(cc1)cc(cc2)c1cc2C(NCCc1c[nH]cn1)=O,Oc(cc1)cc(cc2)c1cc2C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,Oc(cc1)cc(cc2)c1cc2C(N(CCc1c[nH]cn1)[Hg])=O
2125,COc(ccc(C(NC(Cc1c[nH]cn1)C(O)=O)=O)c1)c1OC,COc(ccc(C(NCCc1c[nH]cn1)=O)c1)c1OC,COc(ccc(C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)c1)c1OC,COc(ccc(C(N(CCc1c[nH]cn1)[Hg])=O)c1)c1OC
2126,COc1cc(C(NC(Cc2c[nH]cn2)C(O)=O)=O)cc(OC)c1,COc1cc(C(NCCc2c[nH]cn2)=O)cc(OC)c1,COc1cc(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)cc(OC)c1,COc1cc(C(N(CCc2c[nH]cn2)[Hg])=O)cc(OC)c1
2127,Cc(c(OC)cc(C(NC(Cc1c[nH]cn1)C(O)=O)=O)c1)c1OC,Cc(c(OC)cc(C(NCCc1c[nH]cn1)=O)c1)c1OC,Cc(c(OC)cc(C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)c1)c1OC,Cc(c(OC)cc(C(N(CCc1c[nH]cn1)[Hg])=O)c1)c1OC
2128,COc1cc(C(NC(Cc2c[nH]cn2)C(O)=O)=O)cc(OC)c1OC,COc1cc(C(NCCc2c[nH]cn2)=O)cc(OC)c1OC,COc1cc(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)cc(OC)c1OC,COc1cc(C(N(CCc2c[nH]cn2)[Hg])=O)cc(OC)c1OC
2129,OC(C(Cc1c[nH]cn1)NC(c(cc1)cc(F)c1F)=O)=O,O=C(c(cc1)cc(F)c1F)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc1)cc(F)c1F)=O)[Hg],O=C(c(cc1)cc(F)c1F)N(CCc1c[nH]cn1)[Hg]
2130,OC(C(Cc1c[nH]cn1)NC(c(cc1)ccc1Cl)=O)=O,O=C(c(cc1)ccc1Cl)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc1)ccc1Cl)=O)[Hg],O=C(c(cc1)ccc1Cl)N(CCc1c[nH]cn1)[Hg]
2131,OC(C(Cc1c[nH]cn1)NC(c1cccc(Cl)c1)=O)=O,O=C(c1cccc(Cl)c1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1cc(Cl)ccc1)=O)[Hg],O=C(c1cc(Cl)ccc1)N(CCc1c[nH]cn1)[Hg]
2132,Cc1cc(C(NC(Cc2c[nH]cn2)C(O)=O)=O)cc(C)c1,Cc1cc(C(NCCc2c[nH]cn2)=O)cc(C)c1,Cc1cc(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)cc(C)c1,Cc1cc(C(N(CCc2c[nH]cn2)[Hg])=O)cc(C)c1
2133,OC(C(Cc1c[nH]cn1)NC(c1cc(cccc2)c2cc1)=O)=O,O=C(c1cc(cccc2)c2cc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1cc(cccc2)c2cc1)=O)[Hg],O=C(c1cc(cccc2)c2cc1)N(CCc1c[nH]cn1)[Hg]
2134,COc(cc1)cc(cc2)c1cc2C(NC(Cc1c[nH]cn1)C(O)=O)=O,COc(cc1)cc(cc2)c1cc2C(NCCc1c[nH]cn1)=O,COc(cc1)cc(cc2)c1cc2C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,COc(cc1)cc(cc2)c1cc2C(N(CCc1c[nH]cn1)[Hg])=O
2135,NC(Nc(cc1)ccc1C(NC(Cc1c[nH]cn1)C(O)=O)=O)=N,NC(Nc(cc1)ccc1C(NCCc1c[nH]cn1)=O)=N,NC(Nc(cc1)ccc1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)=N,NC(Nc(cc1)ccc1C(N(CCc1c[nH]cn1)[Hg])=O)=N
2136,Cc1nc(cccc2)c2[n]1CC(NC(Cc1c[nH]cn1)C(O)=O)=O,Cc1nc(cccc2)c2[n]1CC(NCCc1c[nH]cn1)=O,Cc1nc(cccc2)c2[n]1CC(NC(Cc1c[nH]cn1)C([Hg])=O)=O,Cc1nc(cccc2)c2[n]1CC(N(CCc1c[nH]cn1)[Hg])=O
2137,OC(C(Cc1c[nH]cn1)NC(c1nccnc1)=O)=O,O=C(c1nccnc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1nccnc1)=O)[Hg],O=C(c1nccnc1)N(CCc1c[nH]cn1)[Hg]
2138,OC(C(Cc1c[nH]cn1)NC(c1cncnc1)=O)=O,O=C(c1cncnc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1cncnc1)=O)[Hg],O=C(c1cncnc1)N(CCc1c[nH]cn1)[Hg]
2139,OC(C(Cc1c[nH]cn1)NC(c1ncc[nH]1)=O)=O,O=C(c1ncc[nH]1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1ncc[nH]1)=O)[Hg],O=C(c1ncc[nH]1)N(CCc1c[nH]cn1)[Hg]
2140,CCC(c(c(O1)c2)cc(Cl)c2OCC(NC(Cc2c[nH]cn2)C(O)=O)=O)=CC1=O,CCC(c(c(O1)c2)cc(Cl)c2OCC(NCCc2c[nH]cn2)=O)=CC1=O,CCC(c(c(O1)c2)cc(Cl)c2OCC(NC(Cc2c[nH]cn2)C([Hg])=O)=O)=CC1=O,CCC(c(c(O1)c2)cc(Cl)c2OCC(N(CCc2c[nH]cn2)[Hg])=O)=CC1=O
2141,OC(C(Cc1c[nH]cn1)NC(c1cc(-[n]2nccc2)ccc1)=O)=O,O=C(c1cc(-[n]2nccc2)ccc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1cc(-[n]2nccc2)ccc1)=O)[Hg],O=C(c1cc(-[n]2nccc2)ccc1)N(CCc1c[nH]cn1)[Hg]
2142,OC(C(Cc1c[nH]cn1)NC(c1cc(C[n]2nccc2)ccc1)=O)=O,O=C(c1cc(C[n]2nccc2)ccc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1cc(C[n]2nccc2)ccc1)=O)[Hg],O=C(c1cc(C[n]2nccc2)ccc1)N(CCc1c[nH]cn1)[Hg]
2143,Cc1n[nH]c(C(NC(Cc2c[nH]cn2)C(O)=O)=O)c1,Cc1n[nH]c(C(NCCc2c[nH]cn2)=O)c1,Cc1n[nH]c(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)c1,Cc1n[nH]c(C(N(CCc2c[nH]cn2)[Hg])=O)c1
2144,OC(C(Cc1c[nH]cn1)NC(c1ccc[s]1)=O)=O,O=C(c1ccc[s]1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1ccc[s]1)=O)[Hg],O=C(c1ccc[s]1)N(CCc1c[nH]cn1)[Hg]
2145,CC[n]1nc(C)cc1C(NC(Cc1c[nH]cn1)C(O)=O)=O,CC[n]1nc(C)cc1C(NCCc1c[nH]cn1)=O,CC[n]1nc(C)cc1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,CC[n]1nc(C)cc1C(N(CCc1c[nH]cn1)[Hg])=O
2146,OC(C(Cc1c[nH]cn1)NC(c1ccn[nH]1)=O)=O,O=C(c1ccn[nH]1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1ccn[nH]1)=O)[Hg],O=C(c1ccn[nH]1)N(CCc1c[nH]cn1)[Hg]
2147,Cc(cc1)nc(O)c1C(NC(Cc1c[nH]cn1)C(O)=O)=O,Cc(cc1)nc(O)c1C(NCCc1c[nH]cn1)=O,Cc(cc1)nc(O)c1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,Cc(cc1)nc(O)c1C(N(CCc1c[nH]cn1)[Hg])=O
2148,COc(ccc(C(NC(Cc1c[nH]cn1)C(O)=O)=O)c1OC)c1OC,COc(ccc(C(NCCc1c[nH]cn1)=O)c1OC)c1OC,COc(ccc(C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)c1OC)c1OC,COc(ccc(C(N(CCc1c[nH]cn1)[Hg])=O)c1OC)c1OC
2149,Cc1ccc(-c2n[nH]c(C(NC(Cc3c[nH]cn3)C(O)=O)=O)c2)[o]1,Cc1ccc(-c2n[nH]c(C(NCCc3c[nH]cn3)=O)c2)[o]1,Cc1ccc(-c2n[nH]c(C(NC(Cc3c[nH]cn3)C([Hg])=O)=O)c2)[o]1,Cc1ccc(-c2n[nH]c(C(N(CCc3c[nH]cn3)[Hg])=O)c2)[o]1
2150,Cc1c(C(NC(Cc2c[nH]cn2)C(O)=O)=O)[s]c(N=CN2C)c1C2=O,Cc1c(C(NCCc2c[nH]cn2)=O)[s]c(N=CN2C)c1C2=O,Cc1c(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)[s]c(N=CN2C)c1C2=O,Cc1c(C(N(CCc2c[nH]cn2)[Hg])=O)[s]c(N=CN2C)c1C2=O
2151,OC(C(Cc1c[nH]cn1)NC([C@@H]([C@H]1C(N(Cc2ncccc2)C2)=O)[C@H]3O[C@]12C=C3)=O)=O,O=C([C@@H]([C@H]1C(N(Cc2ncccc2)C2)=O)[C@H]3O[C@]12C=C3)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC([C@@H]([C@H]1C(N(Cc2ncccc2)C2)=O)[C@H]3O[C@]12C=C3)=O)[Hg],O=C([C@@H]([C@H]1C(N(Cc2ncccc2)C2)=O)[C@H]3O[C@]12C=C3)N(CCc1c[nH]cn1)[Hg]
2152,OC(C[C@H](C1)C2)(C[C@@H]1C1)CC21C(NC(Cc1c[nH]cn1)C(O)=O)=O,OC(C[C@H](C1)C2)(C[C@@H]1C1)CC21C(NCCc1c[nH]cn1)=O,OC(C[C@H](C1)C2)(C[C@@H]1C1)CC21C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,OC(C[C@H](C1)C2)(C[C@@H]1C1)CC21C(N(CCc1c[nH]cn1)[Hg])=O
2153,OC(C(Cc1c[nH]cn1)NC(C1=CN=C2SC=CN2C1=O)=O)=O,O=C(C1=CN=C2SC=CN2C1=O)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(C1=CN=C2SC=CN2C1=O)=O)[Hg],O=C(C1=CN=C2SC=CN2C1=O)N(CCc1c[nH]cn1)[Hg]
2154,CCN(Cc1cccc(C(NC(Cc2c[nH]cn2)C(O)=O)=O)c11)C1=O,CCN(Cc1cccc(C(NCCc2c[nH]cn2)=O)c11)C1=O,CCN(Cc1cccc(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)c11)C1=O,CCN(Cc1cccc(C(N(CCc2c[nH]cn2)[Hg])=O)c11)C1=O
2155,OC(C(Cc1c[nH]cn1)NC(C1CC=CCC1)=O)=O,O=C(C1CC=CCC1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(C1CC=CCC1)=O)[Hg],O=C(C1CC=CCC1)N(CCc1c[nH]cn1)[Hg]
2156,Cc(cc1nc2)n[n]1c(C)c2C(NC(Cc1c[nH]cn1)C(O)=O)=O,Cc(cc1nc2)n[n]1c(C)c2C(NCCc1c[nH]cn1)=O,Cc(cc1nc2)n[n]1c(C)c2C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,Cc(cc1nc2)n[n]1c(C)c2C(N(CCc1c[nH]cn1)[Hg])=O
2157,Cc1n[o]c(C)c1C(NC(Cc1c[nH]cn1)C(O)=O)=O,Cc1n[o]c(C)c1C(NCCc1c[nH]cn1)=O,Cc1n[o]c(C)c1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,Cc1n[o]c(C)c1C(N(CCc1c[nH]cn1)[Hg])=O
2158,OC(C(Cc1c[nH]cn1)NC(c1ccc(Oc2cnccc2)[o]1)=O)=O,O=C(c1ccc(Oc2cnccc2)[o]1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1ccc(Oc2cnccc2)[o]1)=O)[Hg],O=C(c1ccc(Oc2cnccc2)[o]1)N(CCc1c[nH]cn1)[Hg]
2159,C#Cc1cccc(C(NC(Cc2c[nH]cn2)C(O)=O)=O)c1,C#Cc1cccc(C(NCCc2c[nH]cn2)=O)c1,C#Cc1cccc(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)c1,C#Cc1cccc(C(N(CCc2c[nH]cn2)[Hg])=O)c1
2160,CS(c(cc1)ccc1C(NC(Cc1c[nH]cn1)C(O)=O)=O)(=O)=O,CS(c(cc1)ccc1C(NCCc1c[nH]cn1)=O)(=O)=O,CS(c(cc1)ccc1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)(=O)=O,CS(c(cc1)ccc1C(N(CCc1c[nH]cn1)[Hg])=O)(=O)=O
2161,OC(C(Cc1c[nH]cn1)NC(c1ccccc1)=O)=O,O=C(c1ccccc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1ccccc1)=O)[Hg],O=C(c1ccccc1)N(CCc1c[nH]cn1)[Hg]
2162,CC(C)(C)C(NC(Cc1c[nH]cn1)C(O)=O)=O,CC(C)(C)C(NCCc1c[nH]cn1)=O,CC(C)(C)C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,CC(C)(C)C(N(CCc1c[nH]cn1)[Hg])=O
2163,OC(C(Cc1c[nH]cn1)NC(C1(CCC1)c1ccccc1)=O)=O,O=C(C1(CCC1)c1ccccc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(C1(CCC1)c1ccccc1)=O)[Hg],O=C(C1(CCC1)c1ccccc1)N(CCc1c[nH]cn1)[Hg]
2164,CC1(CC1)C(NC(Cc1c[nH]cn1)C(O)=O)=O,CC1(CC1)C(NCCc1c[nH]cn1)=O,CC1(CC1)C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,CC1(CC1)C(N(CCc1c[nH]cn1)[Hg])=O
2165,Cc(cc1)ccc1C(NC(Cc1c[nH]cn1)C(O)=O)=O,Cc(cc1)ccc1C(NCCc1c[nH]cn1)=O,Cc(cc1)ccc1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,Cc(cc1)ccc1C(N(CCc1c[nH]cn1)[Hg])=O
2166,Cc1cccc(C(NC(Cc2c[nH]cn2)C(O)=O)=O)c1,Cc1cccc(C(NCCc2c[nH]cn2)=O)c1,Cc1cccc(C(NC(Cc2c[nH]cn2)C([Hg])=O)=O)c1,Cc1cccc(C(N(CCc2c[nH]cn2)[Hg])=O)c1
2167,Cc(cccc1)c1C(NC(Cc1c[nH]cn1)C(O)=O)=O,Cc(cccc1)c1C(NCCc1c[nH]cn1)=O,Cc(cccc1)c1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,Cc(cccc1)c1C(N(CCc1c[nH]cn1)[Hg])=O
2168,COc(cc1)ccc1C(NC(Cc1c[nH]cn1)C(O)=O)=O,COc(cc1)ccc1C(NCCc1c[nH]cn1)=O,COc(cc1)ccc1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O,COc(cc1)ccc1C(N(CCc1c[nH]cn1)[Hg])=O
2169,OC(C(Cc1c[nH]cn1)NC(C1CCCCC1)=O)=O,O=C(C1CCCCC1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(C1CCCCC1)=O)[Hg],O=C(C1CCCCC1)N(CCc1c[nH]cn1)[Hg]
2170,CC(C)C(C(NC(Cc1c[nH]cn1)C(O)=O)=O)O,CC(C)C(C(NCCc1c[nH]cn1)=O)O,CC(C)C(C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)O,CC(C)C(C(N(CCc1c[nH]cn1)[Hg])=O)O
2171,CC(c(cc1)ccc1C(NC(Cc1c[nH]cn1)C(O)=O)=O)=O,CC(c(cc1)ccc1C(NCCc1c[nH]cn1)=O)=O,CC(c(cc1)ccc1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)=O,CC(c(cc1)ccc1C(N(CCc1c[nH]cn1)[Hg])=O)=O
2172,COc(ccc(C(CCC(NC(Cc1c[nH]cn1)C(O)=O)=O)=O)c1)c1OC,COc(ccc(C(CCC(NCCc1c[nH]cn1)=O)=O)c1)c1OC,COc(ccc(C(CCC(NC(Cc1c[nH]cn1)C([Hg])=O)=O)=O)c1)c1OC,COc(ccc(C(CCC(N(CCc1c[nH]cn1)[Hg])=O)=O)c1)c1OC
2173,OC(C(Cc1c[nH]cn1)NC(CCN1CCCCC1)=O)=O,O=C(CCN1CCCCC1)NCCc1c[nH]cn1,O=C(CCN1CCCCC1)NC(Cc1c[nH]cn1)C([Hg])=O,O=C(CCN1CCCCC1)N(CCc1c[nH]cn1)[Hg]
2174,CC(N(CCC1)[C@@H]1C(NC(Cc1c[nH]cn1)C(O)=O)=O)=O,CC(N(CCC1)[C@@H]1C(NCCc1c[nH]cn1)=O)=O,CC(N(CCC1)[C@@H]1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)=O,CC(N(CCC1)[C@@H]1C(N(CCc1c[nH]cn1)[Hg])=O)=O
2175,CC(N(C[C@@H](C1)O)[C@@H]1C(NC(Cc1c[nH]cn1)C(O)=O)=O)=O,CC(N(C[C@@H](C1)O)[C@@H]1C(NCCc1c[nH]cn1)=O)=O,CC(N(C[C@@H](C1)O)[C@@H]1C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)=O,CC(N(C[C@@H](C1)O)[C@@H]1C(N(CCc1c[nH]cn1)[Hg])=O)=O
2176,CC(C)(C(NC(Cc1c[nH]cn1)C(O)=O)=O)O,CC(C)(C(NCCc1c[nH]cn1)=O)O,CC(C)(C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)O,CC(C)(C(N(CCc1c[nH]cn1)[Hg])=O)O
2177,OC(C(Cc1c[nH]cn1)NC(c(cc1)ccc1I)=O)=O,O=C(c(cc1)ccc1I)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc1)ccc1I)=O)[Hg],O=C(c(cc1)ccc1I)N(CCc1c[nH]cn1)[Hg]
2178,[O-][N+](c1cc(CC(NC(Cc2c[nH]cn2)C(O)=O)=O)ccc1)=O,[O-][N+](c1cc(CC(NCCc2c[nH]cn2)=O)ccc1)=O,[O-][N+](c1cccc(CC(NC(Cc2c[nH]cn2)C([Hg])=O)=O)c1)=O,[O-][N+](c1cccc(CC(N(CCc2c[nH]cn2)[Hg])=O)c1)=O
2179,Nc1ncc(CC(NC(Cc2c[nH]cn2)C(O)=O)=O)[s]1,Nc1ncc(CC(NCCc2c[nH]cn2)=O)[s]1,Nc1ncc(CC(NC(Cc2c[nH]cn2)C([Hg])=O)=O)[s]1,Nc1ncc(CC(N(CCc2c[nH]cn2)[Hg])=O)[s]1
2180,OC(C(Cc1c[nH]cn1)NC(CN(C=C1)c(cccc2)c2C1=O)=O)=O,O=C(CN(C=C1)c(cccc2)c2C1=O)NCCc1c[nH]cn1,O=C(CN(C=C1)c(cccc2)c2C1=O)NC(Cc1c[nH]cn1)C([Hg])=O,O=C(CN(C=C1)c(cccc2)c2C1=O)N(CCc1c[nH]cn1)[Hg]
2181,OC(C(Cc1c[nH]cn1)NC(CN(CCC(N1)=O)C1=O)=O)=O,O=C(CN(CCC(N1)=O)C1=O)NCCc1c[nH]cn1,O=C(CN(CCC(N1)=O)C1=O)NC(Cc1c[nH]cn1)C([Hg])=O,O=C(CN(CCC(N1)=O)C1=O)N(CCc1c[nH]cn1)[Hg]
2182,OC(C(Cc1c[nH]cn1)NC(c(cc(CC(N1)=O)c1c1)c1Cl)=O)=O,O=C(c(cc(CC(N1)=O)c1c1)c1Cl)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc(CC(N1)=O)c1c1)c1Cl)=O)[Hg],O=C(c(cc(CC(N1)=O)c1c1)c1Cl)N(CCc1c[nH]cn1)[Hg]
2183,CN(C(C(C(NC(Cc1c[nH]cn1)C(O)=O)=O)=CN1)=O)C1=O,CN(C(C(C(NCCc1c[nH]cn1)=O)=CN1)=O)C1=O,CN(C(C(C(NC(Cc1c[nH]cn1)C([Hg])=O)=O)=CN1)=O)C1=O,CN(C(C(C(N(CCc1c[nH]cn1)[Hg])=O)=CN1)=O)C1=O
2184,OC(C(Cc1c[nH]cn1)NC(CN(C=Nc1c2cccc1)C2=O)=O)=O,O=C(CN(C=Nc1c2cccc1)C2=O)NCCc1c[nH]cn1,O=C(CN(C=Nc1c2cccc1)C2=O)NC(Cc1c[nH]cn1)C([Hg])=O,O=C(CN(C=Nc1c2cccc1)C2=O)N(CCc1c[nH]cn1)[Hg]
2185,OC(C(Cc1c[nH]cn1)NC(CCN(C(C1(CCCCC1)N1)=O)C1=O)=O)=O,O=C(CCN(C(C1(CCCCC1)N1)=O)C1=O)NCCc1c[nH]cn1,O=C(CCN(C(C1(CCCCC1)N1)=O)C1=O)NC(Cc1c[nH]cn1)C([Hg])=O,O=C(CCN(C(C1(CCCCC1)N1)=O)C1=O)N(CCc1c[nH]cn1)[Hg]
2186,CCCCN(c1c(C(N2)=O)[n](CC(C)C)c(CCC(NC(Cc3c[nH]cn3)C(O)=O)=O)n1)C2=O,CCCCN(c1c(C(N2)=O)[n](CC(C)C)c(CCC(NCCc3c[nH]cn3)=O)n1)C2=O,CCCCN(c1c(C(N2)=O)[n](CC(C)C)c(CCC(NC(Cc3c[nH]cn3)C([Hg])=O)=O)n1)C2=O,CCCCN(c1c(C(N2)=O)[n](CC(C)C)c(CCC(N(CCc3c[nH]cn3)[Hg])=O)n1)C2=O
2187,OC(C(Cc1c[nH]cn1)NC(CCc1nc(-c2ccccc2)c(-c2ccccc2)[o]1)=O)=O,O=C(CCc1nc(-c2ccccc2)c(-c2ccccc2)[o]1)NCCc1c[nH]cn1,O=C(CCc1nc(-c2ccccc2)c(-c2ccccc2)[o]1)NC(Cc1c[nH]cn1)C([Hg])=O,O=C(CCc1nc(-c2ccccc2)c(-c2ccccc2)[o]1)N(CCc1c[nH]cn1)[Hg]
2188,Cc1c(C(NN2C)=O)c2nc(C)c1CC(NC(Cc1c[nH]cn1)C(O)=O)=O,Cc1c(C(NN2C)=O)c2nc(C)c1CC(NCCc1c[nH]cn1)=O,Cc1c(C(NN2C)=O)c2nc(C)c1CC(NC(Cc1c[nH]cn1)C([Hg])=O)=O,Cc1c(C(NN2C)=O)c2nc(C)c1CC(N(CCc1c[nH]cn1)[Hg])=O
2189,OC(C(Cc1c[nH]cn1)NC(CCC(N(C1)c(cccc2)c2NC1=O)=O)=O)=O,O=C(CCC(N(C1)c(cccc2)c2NC1=O)=O)NCCc1c[nH]cn1,O=C(CCC(N(C1)c(cccc2)c2NC1=O)=O)NC(Cc1c[nH]cn1)C([Hg])=O,O=C(CCC(N(C1)c(cccc2)c2NC1=O)=O)N(CCc1c[nH]cn1)[Hg]
2190,OC(C(Cc1c[nH]cn1)NC(c1cccc(CN(C(CN2)=O)C2=O)c1)=O)=O,O=C(c1cccc(CN(C(CN2)=O)C2=O)c1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1cc(CN(C(CN2)=O)C2=O)ccc1)=O)[Hg],O=C(c1cc(CN(C(CN2)=O)C2=O)ccc1)N(CCc1c[nH]cn1)[Hg]
2191,OC(C(Cc1c[nH]cn1)NC(CNS(c(cc1)cc(C2)c1NC2=O)(=O)=O)=O)=O,O=C(CNS(c(cc1)cc(C2)c1NC2=O)(=O)=O)NCCc1c[nH]cn1,O=C(CNS(c(cc1)cc(C2)c1NC2=O)(=O)=O)NC(Cc1c[nH]cn1)C([Hg])=O,O=C(CNS(c(cc1)cc(C2)c1NC2=O)(=O)=O)N(CCc1c[nH]cn1)[Hg]
2192,OC(C(Cc1c[nH]cn1)NC(c1ccc(CN(C(CN2)=O)C2=O)cc1)=O)=O,O=C(c1ccc(CN(C(CN2)=O)C2=O)cc1)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c1ccc(CN(C(CN2)=O)C2=O)cc1)=O)[Hg],O=C(c1ccc(CN(C(CN2)=O)C2=O)cc1)N(CCc1c[nH]cn1)[Hg]
2193,CCOc(cc1)ccc1C(CCC(NC(Cc1c[nH]cn1)C(O)=O)=O)=O,CCOc(cc1)ccc1C(CCC(NCCc1c[nH]cn1)=O)=O,CCOc(cc1)ccc1C(CCC(NC(Cc1c[nH]cn1)C([Hg])=O)=O)=O,CCOc(cc1)ccc1C(CCC(N(CCc1c[nH]cn1)[Hg])=O)=O
2194,OC(C(Cc1c[nH]cn1)NC(CC(c1c2cccc1)OC2=O)=O)=O,O=C(CC(c1c2cccc1)OC2=O)NCCc1c[nH]cn1,O=C(CC(c1c2cccc1)OC2=O)NC(Cc1c[nH]cn1)C([Hg])=O,O=C(CC(c1c2cccc1)OC2=O)N(CCc1c[nH]cn1)[Hg]
2195,OC(C(Cc1c[nH]cn1)NC(CCC(c(cc1)ccc1-c1ccccc1)=O)=O)=O,O=C(CCC(NCCc1c[nH]cn1)=O)c(cc1)ccc1-c1ccccc1,O=C(CCC(NC(Cc1c[nH]cn1)C([Hg])=O)=O)c(cc1)ccc1-c1ccccc1,O=C(CCC(N(CCc1c[nH]cn1)[Hg])=O)c(cc1)ccc1-c1ccccc1
2196,OC(C(Cc1c[nH]cn1)NC(C(CC1)c(cccc2)c2C1=O)=O)=O,O=C(C(CC1)c(cccc2)c2C1=O)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(C(CC1)c(cccc2)c2C1=O)=O)[Hg],O=C(C(CC1)c(cccc2)c2C1=O)N(CCc1c[nH]cn1)[Hg]
2197,OC(C(Cc1c[nH]cn1)NC(c(cc1)cc(NC(CN2)=O)c1C2=O)=O)=O,O=C(c(cc1)cc(NC(CN2)=O)c1C2=O)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc1)cc(NC(CN2)=O)c1C2=O)=O)[Hg],O=C(c(cc1)cc(NC(CN2)=O)c1C2=O)N(CCc1c[nH]cn1)[Hg]
2198,OC(C(Cc1c[nH]cn1)NC(c(cc1)cc(CCC2)c1C2=O)=O)=O,O=C(c(cc1)cc(CCC2)c1C2=O)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc1)cc(CCC2)c1C2=O)=O)[Hg],O=C(c(cc1)cc(CCC2)c1C2=O)N(CCc1c[nH]cn1)[Hg]
2199,NS(c(cc1)cc(O2)c1N(CC(NC(Cc1c[nH]cn1)C(O)=O)=O)C2=O)(=O)=O,NS(c(cc1)cc(O2)c1N(CC(NCCc1c[nH]cn1)=O)C2=O)(=O)=O,NS(c(cc1)cc(O2)c1N(CC(NC(Cc1c[nH]cn1)C([Hg])=O)=O)C2=O)(=O)=O,NS(c(cc1)cc(O2)c1N(CC(N(CCc1c[nH]cn1)[Hg])=O)C2=O)(=O)=O
2200,OC(C(Cc1c[nH]cn1)NC(C(C1)c(cccc2)c2C1=O)=O)=O,O=C(C(C1)c(cccc2)c2C1=O)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(C(C1)c(cccc2)c2C1=O)=O)[Hg],O=C(C(C1)c(cccc2)c2C1=O)N(CCc1c[nH]cn1)[Hg]
2201,OC(C(Cc1c[nH]cn1)NC(c(cc1)cc(CC2)c1NC2=O)=O)=O,O=C(c(cc1)cc(CC2)c1NC2=O)NCCc1c[nH]cn1,O=C(C(Cc1c[nH]cn1)NC(c(cc1)cc(CC2)c1NC2=O)=O)[Hg],O=C(c(cc1)cc(CC2)c1NC2=O)N(CCc1c[nH]cn1)[Hg]
